STUDID,Sexe,Cycle,Grade,Programme,Premier_Trim,Dernier_Trim,Nb_trim_complete,Moyenne,ANNEE
10072782,M,1,Bac,Génie informatique,20063,20112,8,2.85,2010/11
10081616,M,1,Bac,Génie informatique,20091,20143,10,2.85,2014/15
10087711,F,1,Bac,Génie informatique,20103,20141,8,2.85,2013/14
10093581,M,1,Bac,Génie informatique,20113,20173,10,2.85,2017/18
10101677,M,1,Bac,Génie informatique,20133,20191,9,2.85,2018/19
10113342,M,1,Bac,Génie informatique,20153,20193,9,2.85,2019/20
10078665,M,1,Bac,Génie logiciel,20083,20141,11,2.85,2013/14
10082705,M,1,Bac,Génie logiciel,20093,20172,10,2.85,2016/17
10087715,M,1,Bac,Génie logiciel,20103,20141,8,2.85,2013/14
10109052,M,1,Bac,Génie logiciel,20143,20183,9,2.85,2018/19
10109138,M,1,Bac,Génie logiciel,20143,20183,8,2.85,2018/19
10070507,M,1,Bac,Génie mécanique,20063,20121,11,2.85,2011/12
10078751,M,1,Bac,Génie mécanique,20082,20133,10,2.85,2013/14
10078095,M,1,Bac,Génie mécanique,20083,20121,8,2.85,2011/12
10079302,M,1,Bac,Génie mécanique,20083,20133,11,2.85,2013/14
10079451,M,1,Bac,Génie mécanique,20083,20141,8,2.85,2013/14
10081248,M,1,Bac,Génie mécanique,20091,20131,9,2.85,2012/13
10073968,M,1,Bac,Génie mécanique,20093,20122,9,2.85,2011/12
10082366,M,1,Bac,Génie mécanique,20093,20133,8,2.85,2013/14
10086290,M,1,Bac,Génie mécanique,20101,20152,12,2.85,2014/15
10090773,M,1,Bac,Génie mécanique,20111,20161,11,2.85,2015/16
10097807,F,1,Bac,Génie mécanique,20123,20171,9,2.85,2016/17
10098069,M,1,Bac,Génie mécanique,20123,20163,9,2.85,2016/17
10098391,M,1,Bac,Génie mécanique,20123,20173,10,2.85,2017/18
10103011,F,1,Bac,Génie mécanique,20133,20172,8,2.85,2016/17
10108233,M,1,Bac,Génie mécanique,20143,20182,8,2.85,2017/18
10109163,M,1,Bac,Génie mécanique,20143,20191,10,2.85,2018/19
10074822,M,1,Bac,Génie physique,20073,20111,8,2.85,2010/11
10087411,M,1,Bac,Génie physique,20111,20141,7,2.85,2013/14
10101424,M,1,Bac,Génie physique,20131,20172,9,2.85,2016/17
10107855,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20141,20191,10,2.85,2018/19
10092969,M,1,Certificat,Ingénierie,20113,20121,2,2.85,2011/12
10064888,M,1,Certificat,Mécanique du bâtiment,20093,20133,8,2.85,2013/14
10052725,M,1,Certificat,Mécanique du bâtiment,20123,20161,7,2.85,2015/16
10100581,M,1,Certificat,Mécanique du bâtiment,20153,20171,4,2.85,2016/17
10086538,M,1,Certificat,Mécanique du bâtiment,20161,20173,4,2.85,2017/18
10102697,M,1,Certificat,Techn. biomédicales-instrum.(stage),20133,20142,3,2.85,2013/14
10119410,M,1,Certificat,Techn. biomédicales-instrum.(stage),20163,20172,3,2.85,2016/17
10137180,M,1,Certificat,Techn. biomédicales-instrum.(stage),20183,20192,3,2.85,2018/19
10098131,M,1,Certificat,Technologies biomédicales - instr. électronique,20123,20133,3,2.85,2013/14
10070977,M,1,Certificat,Électricité du bâtiment,20143,20152,3,2.86,2014/15
10099427,M,1,Certificat,Électricité du bâtiment,20183,20201,4,2.86,2019/20
10113511,M,1,Bac,Génie aérospatial,20153,20193,8,2.86,2019/20
10077493,F,1,Bac,Génie chimique,20081,20133,10,2.86,2013/14
10078275,M,1,Bac,Génie chimique,20083,20121,8,2.86,2011/12
10087302,F,1,Bac,Génie chimique,20103,20141,8,2.86,2013/14
10087824,M,1,Bac,Génie chimique,20103,20153,9,2.86,2015/16
10092209,F,1,Bac,Génie chimique,20113,20163,9,2.86,2016/17
10102118,M,1,Bac,Génie chimique,20133,20171,8,2.86,2016/17
10103002,M,1,Bac,Génie chimique,20133,20191,10,2.86,2018/19
10117157,F,1,Bac,Génie chimique,20163,20201,8,2.86,2019/20
10074819,M,1,Bac,Génie civil,20073,20122,8,2.86,2011/12
10075292,M,1,Bac,Génie civil,20073,20121,9,2.86,2011/12
10079117,M,1,Bac,Génie civil,20083,20131,9,2.86,2012/13
10081153,M,1,Bac,Génie civil,20091,20141,10,2.86,2013/14
10083005,M,1,Bac,Génie civil,20093,20131,8,2.86,2012/13
10083064,M,1,Bac,Génie civil,20093,20143,9,2.86,2014/15
10088466,M,1,Bac,Génie civil,20103,20143,8,2.86,2014/15
10090613,M,1,Bac,Génie civil,20111,20201,9,2.86,2019/20
10102045,M,1,Bac,Génie civil,20133,20183,9,2.86,2018/19
10103068,M,1,Bac,Génie civil,20133,20182,10,2.86,2017/18
10064152,F,1,Bac,Génie des matériaux,20043,20113,10,2.86,2011/12
10096147,M,1,Bac,Génie des mines (coopératif),20121,20173,9,2.86,2017/18
10071192,M,1,Bac,Génie électrique,20063,20113,9,2.86,2011/12
10085106,M,1,Bac,Génie électrique,20093,20131,8,2.86,2012/13
10088068,M,1,Bac,Génie électrique,20103,20143,9,2.86,2014/15
10074621,M,1,Bac,Génie géologique (coopératif),20072,20112,8,2.86,2010/11
10074342,F,1,Bac,Génie géologique (coopératif),20073,20111,8,2.86,2010/11
10082736,F,1,Bac,Génie géologique (coopératif),20093,20142,10,2.86,2013/14
10080464,M,1,Bac,Génie industriel,20083,20121,8,2.86,2011/12
10092586,M,1,Bac,Génie industriel,20113,20151,8,2.86,2014/15
10107189,M,1,Bac,Génie industriel,20143,20201,10,2.86,2019/20
10097769,M,1,Bac,Génie informatique,20123,20161,8,2.86,2015/16
10069737,M,1,Bac,Génie logiciel,20061,20193,11,2.86,2019/20
10071482,M,1,Bac,Génie logiciel,20063,20111,8,2.86,2010/11
10071559,F,1,Bac,Génie logiciel,20063,20103,10,2.86,2010/11
10091997,M,1,Bac,Génie logiciel,20131,20163,8,2.86,2016/17
10107134,F,1,Bac,Génie logiciel,20143,20183,8,2.86,2018/19
10067697,M,1,Bac,Génie mécanique,20052,20143,11,2.86,2014/15
10071350,M,1,Bac,Génie mécanique,20063,20111,10,2.86,2010/11
10078729,M,1,Bac,Génie mécanique,20083,20141,11,2.86,2013/14
10078986,F,1,Bac,Génie mécanique,20083,20121,9,2.86,2011/12
10081471,M,1,Bac,Génie mécanique,20091,20133,8,2.86,2013/14
10083353,M,1,Bac,Génie mécanique,20093,20141,9,2.86,2013/14
10083485,M,1,Bac,Génie mécanique,20093,20141,10,2.86,2013/14
10088095,M,1,Bac,Génie mécanique,20103,20151,9,2.86,2014/15
10091772,M,1,Bac,Génie mécanique,20113,20171,9,2.86,2016/17
10093072,F,1,Bac,Génie mécanique,20113,20151,9,2.86,2014/15
10093338,M,1,Bac,Génie mécanique,20113,20153,8,2.86,2015/16
10102569,M,1,Bac,Génie mécanique,20133,20191,9,2.86,2018/19
10104364,M,1,Bac,Génie mécanique,20143,20191,9,2.86,2018/19
10082033,F,1,Bac,Génie physique,20093,20132,9,2.86,2012/13
10082728,M,1,Bac,Génie physique,20093,20143,9,2.86,2014/15
10097180,M,1,Bac,Génie physique,20123,20171,10,2.86,2016/17
10114013,M,1,Bac,Génie physique,20153,20191,8,2.86,2018/19
10114529,F,1,Bac,Génie physique,20153,20201,9,2.86,2019/20
10100383,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20123,20133,4,2.86,2013/14
10077208,M,1,Bac,Génie aérospatial,20093,20131,8,2.87,2012/13
10087812,M,1,Bac,Génie aérospatial,20103,20143,10,2.87,2014/15
10093545,F,1,Bac,Génie aérospatial,20113,20161,9,2.87,2015/16
10114095,M,1,Bac,Génie aérospatial,20153,20192,8,2.87,2018/19
10086935,F,1,Bac,Génie biomédical,20103,20151,8,2.87,2014/15
10071278,F,1,Bac,Génie chimique,20063,20103,9,2.87,2010/11
10078224,F,1,Bac,Génie chimique,20083,20132,10,2.87,2012/13
10079163,M,1,Bac,Génie chimique,20083,20131,8,2.87,2012/13
10083511,M,1,Bac,Génie chimique,20093,20133,9,2.87,2013/14
10103117,F,1,Bac,Génie chimique,20133,20173,8,2.87,2017/18
10107338,M,1,Bac,Génie chimique,20143,20201,10,2.87,2019/20
10071580,M,1,Bac,Génie civil,20063,20103,9,2.87,2010/11
10080850,M,1,Bac,Génie civil,20091,20132,9,2.87,2012/13
10081243,M,1,Bac,Génie civil,20093,20143,10,2.87,2014/15
10082779,M,1,Bac,Génie civil,20093,20133,9,2.87,2013/14
10087069,M,1,Bac,Génie civil,20103,20141,8,2.87,2013/14
10087515,M,1,Bac,Génie civil,20103,20143,9,2.87,2014/15
10086686,F,1,Bac,Génie civil,20113,20171,10,2.87,2016/17
10091427,M,1,Bac,Génie civil,20113,20161,9,2.87,2015/16
10092999,M,1,Bac,Génie civil,20113,20153,9,2.87,2015/16
10093575,M,1,Bac,Génie civil,20113,20163,10,2.87,2016/17
10098624,F,1,Bac,Génie civil,20123,20173,10,2.87,2017/18
10100387,M,1,Bac,Génie civil,20133,20181,10,2.87,2017/18
10101364,M,1,Bac,Génie civil,20133,20181,9,2.87,2017/18
10079119,M,1,Bac,Génie des mines (coopératif),20083,20162,7,2.87,2015/16
10091188,F,1,Bac,Génie des mines (coopératif),20111,20151,9,2.87,2014/15
10093845,M,1,Bac,Génie des mines (coopératif),20121,20162,11,2.87,2015/16
10092357,F,1,Bac,Génie des mines (coopératif),20123,20173,8,2.87,2017/18
10109027,M,1,Bac,Génie des mines (coopératif),20143,20191,10,2.87,2018/19
10077093,M,1,Bac,Génie électrique,20081,20111,8,2.87,2010/11
10078931,M,1,Bac,Génie électrique,20083,20131,10,2.87,2012/13
10079494,M,1,Bac,Génie électrique,20083,20133,9,2.87,2013/14
10081373,M,1,Bac,Génie électrique,20093,20141,11,2.87,2013/14
10070536,F,1,Bac,Génie géologique (coopératif),20063,20123,10,2.87,2012/13
10088549,M,1,Bac,Génie industriel,20111,20153,8,2.87,2015/16
10102747,M,1,Bac,Génie industriel,20133,20171,8,2.87,2016/17
10103051,F,1,Bac,Génie industriel,20143,20181,8,2.87,2017/18
10117650,F,1,Bac,Génie industriel,20161,20201,8,2.87,2019/20
10071347,M,1,Bac,Génie informatique,20063,20103,9,2.87,2010/11
10119266,M,1,Bac,Génie informatique,20163,20201,8,2.87,2019/20
10070636,M,1,Bac,Génie logiciel,20063,20111,9,2.87,2010/11
10070695,M,1,Bac,Génie logiciel,20063,20103,9,2.87,2010/11
10078252,M,1,Bac,Génie logiciel,20083,20121,8,2.87,2011/12
10098370,M,1,Bac,Génie logiciel,20123,20161,8,2.87,2015/16
10114335,M,1,Bac,Génie logiciel,20153,20201,9,2.87,2019/20
10070847,F,1,Bac,Génie mécanique,20062,20111,9,2.87,2010/11
10075167,M,1,Bac,Génie mécanique,20073,20131,9,2.87,2012/13
10076380,M,1,Bac,Génie mécanique,20073,20113,9,2.87,2011/12
10086963,M,1,Bac,Génie mécanique,20103,20141,8,2.87,2013/14
10106133,M,1,Bac,Génie mécanique,20143,20193,8,2.87,2019/20
10107313,M,1,Bac,Génie mécanique,20143,20193,9,2.87,2019/20
10067889,M,1,Bac,Génie physique,20053,20111,9,2.87,2010/11
10085996,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20101,20103,3,2.87,2010/11
10096059,M,1,Certificat,Cybersécurité des réseaux informatiques,20123,20143,5,2.88,2014/15
10101951,M,1,Certificat,Cybersécurité des réseaux informatiques,20133,20161,6,2.88,2015/16
10127807,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20191,3,2.88,2018/19
10087312,F,1,Bac,Génie aérospatial,20103,20141,8,2.88,2013/14
10087703,M,1,Bac,Génie aérospatial,20103,20151,9,2.88,2014/15
10098587,M,1,Bac,Génie aérospatial,20123,20171,9,2.88,2016/17
10102070,M,1,Bac,Génie aérospatial,20133,20181,8,2.88,2017/18
10098247,M,1,Bac,Génie biomédical,20123,20181,10,2.88,2017/18
10114152,F,1,Bac,Génie biomédical,20153,20191,8,2.88,2018/19
10094050,F,1,Bac,Génie chimique,20113,20161,10,2.88,2015/16
10095206,M,1,Bac,Génie chimique,20121,20163,10,2.88,2016/17
10114634,M,1,Bac,Génie chimique,20153,20193,9,2.88,2019/20
10071290,M,1,Bac,Génie civil,20062,20103,9,2.88,2010/11
10078570,M,1,Bac,Génie civil,20083,20121,8,2.88,2011/12
10078920,M,1,Bac,Génie civil,20083,20153,10,2.88,2015/16
10083132,M,1,Bac,Génie civil,20093,20133,8,2.88,2013/14
10088029,M,1,Bac,Génie civil,20103,20141,8,2.88,2013/14
10088567,F,1,Bac,Génie civil,20103,20141,8,2.88,2013/14
10091315,F,1,Bac,Génie civil,20113,20161,8,2.88,2015/16
10092135,F,1,Bac,Génie civil,20113,20151,8,2.88,2014/15
10093695,M,1,Bac,Génie civil,20113,20161,10,2.88,2015/16
10097295,M,1,Bac,Génie civil,20123,20163,9,2.88,2016/17
10097867,M,1,Bac,Génie civil,20123,20161,8,2.88,2015/16
10100720,M,1,Bac,Génie civil,20131,20181,9,2.88,2017/18
10101156,F,1,Bac,Génie civil,20131,20181,10,2.88,2017/18
10093097,M,1,Bac,Génie civil,20133,20191,10,2.88,2018/19
10120115,M,1,Bac,Génie civil,20163,20201,8,2.88,2019/20
10070375,M,1,Bac,Génie électrique,20063,20111,9,2.88,2010/11
10072973,M,1,Bac,Génie électrique,20071,20131,12,2.88,2012/13
10082372,F,1,Bac,Génie électrique,20093,20133,8,2.88,2013/14
10093557,M,1,Bac,Génie électrique,20113,20163,10,2.88,2016/17
10094965,M,1,Bac,Génie électrique,20113,20153,8,2.88,2015/16
10107987,M,1,Bac,Génie électrique,20143,20191,9,2.88,2018/19
10078977,F,1,Bac,Génie géologique (coopératif),20083,20122,9,2.88,2011/12
10074807,M,1,Bac,Génie industriel,20072,20111,8,2.88,2010/11
10074721,F,1,Bac,Génie industriel,20073,20113,9,2.88,2011/12
10081851,M,1,Bac,Génie industriel,20093,20142,8,2.88,2013/14
10108324,F,1,Bac,Génie industriel,20143,20183,8,2.88,2018/19
10108577,F,1,Bac,Génie industriel,20143,20181,8,2.88,2017/18
10074029,F,1,Bac,Génie informatique,20073,20123,9,2.88,2012/13
10074270,M,1,Bac,Génie informatique,20073,20122,8,2.88,2011/12
10082814,M,1,Bac,Génie informatique,20093,20132,8,2.88,2012/13
10102459,F,1,Bac,Génie informatique,20133,20173,8,2.88,2017/18
10103923,M,1,Bac,Génie informatique,20133,20191,9,2.88,2018/19
10067712,M,1,Bac,Génie logiciel,20052,20103,8,2.88,2010/11
10087830,M,1,Bac,Génie logiciel,20102,20151,9,2.88,2014/15
10093394,M,1,Bac,Génie logiciel,20113,20161,10,2.88,2015/16
10095778,M,1,Bac,Génie logiciel,20121,20161,9,2.88,2015/16
10096613,M,1,Bac,Génie logiciel,20123,20181,9,2.88,2017/18
10103000,M,1,Bac,Génie logiciel,20133,20181,8,2.88,2017/18
10114120,M,1,Bac,Génie logiciel,20153,20192,8,2.88,2018/19
10114826,M,1,Bac,Génie logiciel,20153,20193,9,2.88,2019/20
10074532,M,1,Bac,Génie mécanique,20073,20121,9,2.88,2011/12
10078878,M,1,Bac,Génie mécanique,20083,20133,10,2.88,2013/14
10081208,M,1,Bac,Génie mécanique,20091,20131,7,2.88,2012/13
10088623,M,1,Bac,Génie mécanique,20103,20143,9,2.88,2014/15
10088754,M,1,Bac,Génie mécanique,20103,20151,10,2.88,2014/15
10091957,F,1,Bac,Génie mécanique,20113,20161,9,2.88,2015/16
10092403,M,1,Bac,Génie mécanique,20113,20153,10,2.88,2015/16
10092576,M,1,Bac,Génie mécanique,20113,20162,9,2.88,2015/16
10099215,M,1,Bac,Génie mécanique,20123,20161,7,2.88,2015/16
10099797,M,1,Bac,Génie mécanique,20123,20161,8,2.88,2015/16
10101079,M,1,Bac,Génie mécanique,20131,20181,10,2.88,2017/18
10103161,M,1,Bac,Génie mécanique,20133,20182,8,2.88,2017/18
10108376,F,1,Bac,Génie mécanique,20143,20191,9,2.88,2018/19
10108606,M,1,Bac,Génie mécanique,20143,20183,9,2.88,2018/19
10109273,M,1,Bac,Génie mécanique,20143,20182,8,2.88,2017/18
10113211,M,1,Bac,Génie mécanique,20153,20191,8,2.88,2018/19
10114657,M,1,Bac,Génie physique,20153,20193,9,2.88,2019/20
10073443,M,1,Certificat,Électricité du bâtiment,20163,20183,6,2.89,2018/19
10088604,M,1,Bac,Génie aérospatial,20103,20151,9,2.89,2014/15
10097510,F,1,Bac,Génie aérospatial,20123,20163,8,2.89,2016/17
10101293,M,1,Bac,Génie aérospatial,20133,20182,8,2.89,2017/18
10103452,M,1,Bac,Génie aérospatial,20133,20173,9,2.89,2017/18
10081895,F,1,Bac,Génie biomédical,20093,20141,8,2.89,2013/14
10077566,F,1,Bac,Génie chimique,20083,20131,9,2.89,2012/13
10088728,F,1,Bac,Génie chimique,20103,20143,9,2.89,2014/15
10098501,F,1,Bac,Génie chimique,20123,20141,4,2.89,2013/14
10114318,M,1,Bac,Génie chimique,20153,20193,9,2.89,2019/20
10070528,F,1,Bac,Génie chimique (coopératif),20063,20111,10,2.89,2010/11
10074668,F,1,Bac,Génie civil,20073,20121,10,2.89,2011/12
10074693,M,1,Bac,Génie civil,20073,20111,8,2.89,2010/11
10078130,M,1,Bac,Génie civil,20083,20123,9,2.89,2012/13
10078185,M,1,Bac,Génie civil,20083,20123,9,2.89,2012/13
10083755,M,1,Bac,Génie civil,20093,20133,9,2.89,2013/14
10090049,M,1,Bac,Génie civil,20103,20141,8,2.89,2013/14
10091145,M,1,Bac,Génie civil,20111,20151,9,2.89,2014/15
10091524,M,1,Bac,Génie civil,20113,20161,9,2.89,2015/16
10092057,M,1,Bac,Génie civil,20113,20163,10,2.89,2016/17
10093525,F,1,Bac,Génie civil,20113,20151,8,2.89,2014/15
10097883,M,1,Bac,Génie civil,20123,20171,9,2.89,2016/17
10097674,M,1,Bac,Génie civil,20131,20173,9,2.89,2017/18
10102663,M,1,Bac,Génie civil,20133,20173,9,2.89,2017/18
10086253,M,1,Bac,Génie des mines (coopératif),20101,20141,9,2.89,2013/14
10091925,M,1,Bac,Génie des mines (coopératif),20113,20152,8,2.89,2014/15
10067050,M,1,Bac,Génie électrique,20053,20123,14,2.89,2012/13
10078724,M,1,Bac,Génie électrique,20083,20131,8,2.89,2012/13
10114751,M,1,Bac,Génie électrique,20153,20201,9,2.89,2019/20
10091149,F,1,Bac,Génie géologique (coopératif),20111,20151,9,2.89,2014/15
10092689,M,1,Bac,Génie géologique (coopératif),20113,20151,8,2.89,2014/15
10107538,F,1,Bac,Génie industriel,20143,20191,8,2.89,2018/19
10073921,M,1,Bac,Génie informatique,20072,20121,9,2.89,2011/12
10105194,M,1,Bac,Génie informatique,20133,20191,9,2.89,2018/19
10109241,M,1,Bac,Génie informatique,20143,20181,8,2.89,2017/18
10096087,M,1,Bac,Génie logiciel,20121,20173,9,2.89,2017/18
10098184,M,1,Bac,Génie logiciel,20123,20163,8,2.89,2016/17
10075086,M,1,Bac,Génie mécanique,20073,20113,8,2.89,2011/12
10078333,M,1,Bac,Génie mécanique,20083,20123,8,2.89,2012/13
10081401,M,1,Bac,Génie mécanique,20091,20133,10,2.89,2013/14
10081442,M,1,Bac,Génie mécanique,20091,20123,9,2.89,2012/13
10088188,M,1,Bac,Génie mécanique,20103,20151,9,2.89,2014/15
10096785,M,1,Bac,Génie mécanique,20123,20173,9,2.89,2017/18
10097063,F,1,Bac,Génie mécanique,20123,20163,8,2.89,2016/17
10098279,M,1,Bac,Génie mécanique,20123,20171,9,2.89,2016/17
10096604,F,1,Bac,Génie mécanique,20133,20181,8,2.89,2017/18
10113093,M,1,Bac,Génie mécanique,20153,20191,8,2.89,2018/19
10114233,M,1,Bac,Génie mécanique,20153,20191,8,2.89,2018/19
10082953,M,1,Bac,Génie physique,20111,20161,9,2.89,2015/16
10114767,M,1,Bac,Génie physique,20153,20201,10,2.89,2019/20
10031032,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20091,20131,9,2.89,2012/13
10091495,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20113,20161,9,2.89,2015/16
10078730,M,1,Certificat,Mécanique du bâtiment,20153,20171,4,2.89,2016/17
10097476,M,1,Certificat,Mécanique du bâtiment,20173,20201,6,2.89,2019/20
10100561,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20142,20151,5,2.89,2014/15
10080512,M,1,Certificat,Aéronautique,20083,20103,6,2.90,2010/11
10111892,M,1,Certificat,Cyberenquête,20151,20201,10,2.90,2019/20
10100580,M,1,Certificat,Cyberenquête,20192,20201,3,2.90,2019/20
10129469,M,1,Certificat,Cyberfraude,20183,20193,4,2.90,2019/20
10081523,M,1,Certificat,Cybersécurité des réseaux informatiques,20123,20143,5,2.90,2014/15
10101283,M,1,Certificat,Cybersécurité des réseaux informatiques,20131,20143,4,2.90,2014/15
10117561,M,1,Certificat,Cybersécurité des réseaux informatiques,20161,20181,4,2.90,2017/18
10122982,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20191,5,2.90,2018/19
10128359,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20201,5,2.90,2019/20
10125740,M,1,Certificat,Cybersécurité des réseaux informatiques,20193,20193,1,2.90,2019/20
10083165,F,1,Certificat,Design et fabrication,20093,20113,5,2.90,2011/12
10114299,M,1,Certificat,Électricité du bâtiment,20161,20193,8,2.90,2019/20
10097950,M,1,Bac,Génie aérospatial,20123,20181,11,2.90,2017/18
10079145,F,1,Bac,Génie biomédical,20083,20121,8,2.90,2011/12
10088769,F,1,Bac,Génie biomédical,20103,20141,8,2.90,2013/14
10092401,F,1,Bac,Génie biomédical,20113,20151,8,2.90,2014/15
10107323,F,1,Bac,Génie biomédical,20143,20201,10,2.90,2019/20
10076813,F,1,Bac,Génie chimique,20081,20131,9,2.90,2012/13
10083761,M,1,Bac,Génie chimique,20093,20141,9,2.90,2013/14
10100418,M,1,Bac,Génie chimique,20133,20173,8,2.90,2017/18
10113727,M,1,Bac,Génie chimique,20153,20193,9,2.90,2019/20
10113937,M,1,Bac,Génie chimique,20153,20193,9,2.90,2019/20
10121454,F,1,Bac,Génie chimique,20163,20201,8,2.90,2019/20
10069366,M,1,Bac,Génie civil,20061,20113,12,2.90,2011/12
10074571,F,1,Bac,Génie civil,20073,20113,9,2.90,2011/12
10078408,M,1,Bac,Génie civil,20082,20121,9,2.90,2011/12
10080951,M,1,Bac,Génie civil,20091,20131,9,2.90,2012/13
10087955,M,1,Bac,Génie civil,20103,20141,8,2.90,2013/14
10088366,M,1,Bac,Génie civil,20103,20142,8,2.90,2013/14
10091801,F,1,Bac,Génie civil,20113,20163,8,2.90,2016/17
10095899,M,1,Bac,Génie civil,20123,20173,9,2.90,2017/18
10097999,M,1,Bac,Génie civil,20123,20181,9,2.90,2017/18
10098694,M,1,Bac,Génie civil,20123,20173,8,2.90,2017/18
10101365,F,1,Bac,Génie civil,20131,20171,9,2.90,2016/17
10101510,M,1,Bac,Génie civil,20131,20161,7,2.90,2015/16
10105344,M,1,Bac,Génie civil,20141,20183,11,2.90,2018/19
10105638,M,1,Bac,Génie civil,20141,20182,9,2.90,2017/18
10109748,F,1,Bac,Génie civil,20143,20191,8,2.90,2018/19
10078469,M,1,Bac,Génie des mines (coopératif),20083,20122,8,2.90,2011/12
10082686,M,1,Bac,Génie des mines (coopératif),20093,20132,8,2.90,2012/13
10097250,M,1,Bac,Génie des mines (coopératif),20123,20172,9,2.90,2016/17
10072731,M,1,Bac,Génie électrique,20071,20122,9,2.90,2011/12
10082188,M,1,Bac,Génie électrique,20101,20152,8,2.90,2014/15
10087598,F,1,Bac,Génie électrique,20103,20143,9,2.90,2014/15
10098233,M,1,Bac,Génie électrique,20123,20172,11,2.90,2016/17
10102878,F,1,Bac,Génie électrique,20133,20191,9,2.90,2018/19
10103564,M,1,Bac,Génie électrique,20133,20181,9,2.90,2017/18
10107995,M,1,Bac,Génie électrique,20143,20183,8,2.90,2018/19
10072958,F,1,Bac,Génie industriel,20073,20133,8,2.90,2013/14
10080300,M,1,Bac,Génie industriel,20083,20131,8,2.90,2012/13
10086970,M,1,Bac,Génie industriel,20103,20151,10,2.90,2014/15
10090918,F,1,Bac,Génie industriel,20111,20151,9,2.90,2014/15
10100822,M,1,Bac,Génie industriel,20133,20181,8,2.90,2017/18
10074613,M,1,Bac,Génie informatique,20073,20121,8,2.90,2011/12
10076349,M,1,Bac,Génie informatique,20073,20111,8,2.90,2010/11
10077138,M,1,Bac,Génie informatique,20081,20121,9,2.90,2011/12
10097507,M,1,Bac,Génie informatique,20123,20193,13,2.90,2019/20
10078832,M,1,Bac,Génie logiciel,20083,20123,9,2.90,2012/13
10087663,M,1,Bac,Génie logiciel,20103,20141,8,2.90,2013/14
10106635,M,1,Bac,Génie logiciel,20141,20182,8,2.90,2017/18
10107901,M,1,Bac,Génie logiciel,20143,20191,8,2.90,2018/19
10109384,M,1,Bac,Génie logiciel,20143,20181,8,2.90,2017/18
10067181,M,1,Bac,Génie mécanique,20053,20111,10,2.90,2010/11
10069991,M,1,Bac,Génie mécanique,20061,20113,11,2.90,2011/12
10081370,M,1,Bac,Génie mécanique,20091,20141,10,2.90,2013/14
10087504,M,1,Bac,Génie mécanique,20103,20151,10,2.90,2014/15
10088459,M,1,Bac,Génie mécanique,20103,20151,10,2.90,2014/15
10097444,F,1,Bac,Génie mécanique,20123,20173,8,2.90,2017/18
10096607,M,1,Bac,Génie mécanique,20131,20182,9,2.90,2017/18
10102780,F,1,Bac,Génie mécanique,20133,20173,8,2.90,2017/18
10103743,M,1,Bac,Génie mécanique,20133,20181,9,2.90,2017/18
10106587,M,1,Bac,Génie mécanique,20141,20182,8,2.90,2017/18
10108826,M,1,Bac,Génie mécanique,20143,20192,9,2.90,2018/19
10114862,M,1,Bac,Génie mécanique,20153,20192,8,2.90,2018/19
10079107,M,1,Bac,Génie physique,20083,20131,9,2.90,2012/13
10087161,M,1,Bac,Génie physique,20103,20141,8,2.90,2013/14
10109794,F,1,Bac,Génie physique,20143,20182,7,2.90,2017/18
10042069,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20081,20133,11,2.90,2013/14
10046776,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20091,20131,10,2.90,2012/13
10092706,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20113,20161,10,2.90,2015/16
10094135,M,1,Certificat,Mécanique du bâtiment,20113,20131,4,2.90,2012/13
10105318,M,1,Certificat,Mécanique du bâtiment,20142,20181,9,2.90,2017/18
10120419,M,1,Certificat,Mécanique du bâtiment,20163,20183,5,2.90,2018/19
10057582,M,1,Certificat,Techn. avancées en prévention des incendies,20023,20103,10,2.90,2010/11
10087580,M,1,Certificat,Techn. avancées en prévention des incendies,20103,20171,9,2.90,2016/17
10091409,M,1,Certificat,Techn. avancées en prévention des incendies,20111,20123,4,2.90,2012/13
10113431,M,1,Certificat,Techn. avancées en prévention des incendies,20153,20183,7,2.90,2018/19
10042054,M,1,Certificat,Technologies biomédicales - instr. électronique,20043,20103,12,2.90,2010/11
10096060,M,1,Certificat,Cyberfraude,20173,20193,5,2.91,2019/20
10119411,M,1,Certificat,Cyberfraude,20192,20201,5,2.91,2019/20
10078284,F,1,Bac,Génie aérospatial,20093,20131,8,2.91,2012/13
10093059,M,1,Bac,Génie biomédical,20113,20151,8,2.91,2014/15
10103501,M,1,Bac,Génie biomédical,20133,20191,10,2.91,2018/19
10040805,M,1,Bac,Génie chimique,20012,20103,11,2.91,2010/11
10073828,F,1,Bac,Génie chimique,20073,20131,9,2.91,2012/13
10096802,M,1,Bac,Génie chimique,20123,20161,8,2.91,2015/16
